id,rating,review
4298,1,"WOW! DON'T KNOW HOW IT WORKS, BUT IT DOES_I am on a restricted calorie diet, so I have been losing some hair (don't worry, it will grow back).  So my hair is really, really thin and flat. This was delivered this morning, pre-shower time.  Used a little blow dry gel and round brush as usual to dry my hair. Then sprinkled a tiny amount on the top of my head, and did some finger fluffing. Instantly, my hair was about twice as high.  I love this stuff. My hair feels like I used a little texturing wax on it, but it looks great, and is not at all stiff like hair spray.  Have been out and about all day, and have done a couple of fluffs, and it is still great. I am going to be using this every day."
5980,1,"Smells great, does a great job at cleaning hair!_For referene, I am latina, with dry frizzy hair and an oily scalp with flakiness. First of all, I love the way this shampoo smells. I love that it cleans my hair and leaves it flake free, without drying it. What more can you ask? This is one of my favorite shampoos!"
7332,0,Would have loved to try this BUT NOT PARABEN-FREE like the shampoo_Too bad it is not paraben free like the it's a 10 volumizing shampoo.Would have loved to try this but not with Methylparaben!Purchased Alteran instead which is PARABEN-FREE
8773,1,"Quite good_The Dove Color Care Daily conditioner is a treat to use. It has a sweet clean scent that is very pleasant but not overwhelming. The conditioner is thick and luscious. It spreads easily through the hair. I let it sit for a few minutes and then rinse. It rinses out nicely but leaves smooth tangle free hair.When I air dried my hair, the conditioner did a great job on it's own. My hair was smooth and had a nice lush feeling to it. I felt like it left my hair as shiny as any other conditioner has.However, when I did a blowout, my hair had flyaways. I did need some additional serum to keep it sleek and smooth.Overall this is a fantastic conditioner at a very nice price."
6805,1,"Does What It Says..._I saw this product demonstrated on QVC and was skeptical.  The guest made it sound so convincing and the model demonstration too that I had to give it a try.  I have good skin, very little sagging and no lines but too many years in the Southern California sun has resulted in brown spots and uneven texture.  As a result I was always searching for that perfect foundation to hide everything but at the same time let my natural skin shine through.  Needless to say it doesn't exist when you're 55+ years old. So Phliosopy's motto is 'makeup optional skin'.  That's what I was looking for.  I ordered it on QVC however found it much cheaper here.  THIS PRODUCT IS AMAZING!!!  After the first two times of trying this I started seeing that youthful pink glow and fine, moist texture I remember I had,,,perhaps even better!  Immediately I saw glowing sking and the brown spots fading away...no lines, and my skin perhaps even tightening and firming.  I WON'T BE WITHOUT THIS ONE PRODUCT!!!  The moisturizer 'Miracle Worker' is also correctly named.  I'm not a big fan of moisturizer and that this one looked 'heavy', but it quickly dissapates into your skin and leaves it ready for makeup or not."
8891,1,Love the smell_I use this on So California dry weather days.  LOVE the smell.  Also use the Replenishing Treatment w/ the same scent.  Only 4 stars since I wish it was a larger size.  Love the price of this seller.
4702,1,LOVE_Can't tell you how much this stuff works...you have to try it for yourself to believe it. I bought a set of 5 so I could give one to each of my younger cousins who are now in the age of dealing with acne. I can't wait to have them try it!I use it one or two times a day Morning and Night but first I wash my face then I put on a cheap generic lotion with salasylic acid (forgive an spelling errors on that) Then I dab on the proactive mask and rub on over the areas with the worst acne. This process has worked for me and during my more 'time of the month' episodes then I up it to twice a day and if I use the lotion as stated my face doesn't dry out! I also will use it on acne and then put make-up on after the mask is on first which helps stop acne from worsening if needed...but I prefere to not wear foundation all the time.
3578,1,Nice rose water_The gentle rose water fragrance is very appealing. I use it before putting on moisturiazer. It makes my skin feels really soft.
6037,1,"murad skin  cream_I like it ,,,,But this is more  like a sun screen not a face moisturizer..They  were not clear about this,I do use it and will keep it. It leaves my skin and glowy.."
6825,1,"Excellent quality, Beautiful Red_Not much to say besides this is GREAT gel nail polish. The red is beautiful- not too orange, not too blue. It works well, dries nicely and lasts."
7656,0,not the same as the picture &#128133;_Just came today not the same colors as the picture but I guess that's fine I got 4 different green and 2 purple pretty much the same looking colors can't really good tell them apart except the blue white and pink everything else looks pretty much the same but it is glitter dust.
2144,1,"maybelline new york ultra-brow brown powder_If you want your eyebrows to look drawn in, use a pencil! but if you want a softnatural look, use this Maybelline brow powder with brush. It is easy to use and stays on.  I could only give 4 stars because the plastic case soon comes apart at the hinges and is troublesome to fasten on again."
866,0,"Probably not safe_I think that you might be better off using regular hair dye. This stuff has a lead warning on the side of the bottle and after throwing caution to the wind I used it. Terrible stuff. I noticed that while it does darken your hair, it also damaged it too. Stay away from this product and just use the hair dye or embrace the gray."
3324,1,Cool Little Concealer_I usually hunt for a concealer that actually conceals for my skin tone. So after some youtube stalking trying to find a chick that matched my complexion I was showed this little gem. If you use Mac N45 or Mac studio fix C6 you might wanna throw this in your makeup bag as a reasonable backup.
3794,1,"Very Good_I use this every day it really does the job, my daughter used it and wants some for her self. I will be buying more. Yes, I would recommend."
4881,1,"came in glass container_I couldn't wait to open it up, it was a bubble wrapped and came in an amazon box. The product itself sits in a glass bottle and to me only great products come in glass bottle. I sprayed a little on my neck, the smell wasn't that impressive and since I just used it once I don't know how well it'll work yet. I just thought Id mention about the glass container."
5767,1,"Nice_It really impressed me, because I wasn't going to buy this one, I was going to by a 23 dolars Sigma duofiber brush. I was relutant, but I had to buy this one because of the price. And I have to say it impressed me. It is more soft than I was expecting and it feels good in touch with the skin, it doesn't scratches it."
8018,1,Does what it says it does_The following review is based on my wife's use of the product:I've been using this product for a couple weeks and love it. It goes on very smoothly and evenly with no clumps at all. My lashes are evenly coated and clearly separated every time. It stays on all day but comes off cleanly with my makeup remover. I was sent brown instead of my usual color black. I was impressed by the way the brown looked. Dark enough for my taste but still clearly brown. My only criticism is minor- the handle is wider than most other mascara's. It makes it feel a bit awkward in my small hand but ultimately I think it helps me apply the mascara better.
5926,1,"AMAZING_I've heard about Argan oil for a long time and finally decided to try it, and I love it. I like the pump, which works so much better... and I since I've gotten it, I've used it on my hair, which makes it nice and shinny and soft and on my face. I have never thought to put oil on my face which is prone to breakouts, but it works so well, and has actually cleared it up and softened my wrinkles. I am in my mid thirties and this has helped make me look so much younger and have gotten many compliments. I already stay out of the sun and take care of my skin and already everyone thinks I'm in my 20's but this product made me look and feel so much younger than before. I will use this for the rest of my life. I just mix a few pumps with my daily moisturizer Olay for sensitive skin, on my face and neck and it works wonders. My skin is glowing."
8562,1,"Good travel brush kit._WARNING: These are very short handled travel sized brushes. So, if you are looking for a set of long handled, full sized brushes, this is not the set for you.  However, even though they are small and travel-sized, they are amazing. The brush heads are full and soft, apply your cream, liquid & powder cosmetics easily and evenly, and clean up nicely, while retaining their shapes.  Also, the bonus is that the packaging they come in is actually a small hardcover &#34;book&#34; storage case, which makes this very handy for traveling.  The usage guide inside the inner cover is also very handy for beginners or for anyone who wants to know which brushes were designed to do what (though one can use the brushes for cosmetics outside of the recommendations on the box without any ill effect, as I have).  A very thoughtful stocking stuffer for a makeup person. I know I keep mine in my purse and use it regularly."
1233,1,"Totally sleek._This is my all time favorite shampoo and conditioner. It smells good, but not from chemical perfume. I've been buying it at Amazon for ages, because it is a great price here. I often use it on my Maltese who has hair to the floor, and it is excellent for her too."
4267,1,it's makeup_do you like mineral makeup? Then you will like this--same thing you can get at Sephora or ULTA only without the driving or dealing with stuck up sales people
2339,0,"Loved it at first_***UpdateIf I could give it zero stars, I would.  Wen over-conditions my hair.  It won't curl.  It just hangs there.  Believe me, I have never had that experience before.  I'm giving it to a friend with very, very long hair and advising her to use it as a conditioner, and to keep it away from her scalp.***UpdateDown to one star.  I honestly have to say that this is the worst shampoo that I've ever used.  After a few hours, my hair is oily.  I've never had a problem with oily hair before.  So, I tried using it as a conditioner, after washing with a sulfate-free shampoo.  I also made sure that I didn't get any on my scalp.  Less 8 hours later, limp hair that wouldn't hold a curl.  I tried this several times, with the same result.  Now, I'm using it as a conditioner, just for the very ends of my hair.  I use a very small amount, rub it between my hands, and smooth over the surface of my hair, immediately rinsing it out.  This way works for me, but $50 is a bit much.***UpdateDown to three stars.  Well, I like it even less now.  I used only about half of what I used on my first try.  I did not get the Wen anywhere near my front scalp line.12 hours later, my hair is greasy, oily, lank, limp.  Yuk!  I haven't given up, yet.---------------------Originally rated four stars.  When I received the Wen shampoo, I was so excited.  I couldn't wait to try it.First of all, I have very thick shoulder length hair, with a lot of wave, that I can easily turn to spiky curls by scrunching it.  It does get a little frizzy, but that is very manageable with a very small bit of coconut oil applied only to the surface.When my hair dried, it was so light, almost fluffy, but not like cotton candy.  It had a lot more wave than with other shampoos.  It was bouncy, clean.; I loved it.Less than 24 hours later, it was oily, heavy, drab.  My bangs were a greasy mess.  Not so loving it anymore.Also, I used about half the amount indicated for my hair.  Even though my hair is very thick, the amount suggested would definitely have been overkill.I'm going to try it again, using about half of what I used the first time.  I'm sure that will be plenty."
5993,1,Clarisonic_Product works great!  After about 2-3 weeks I started to get compliments from everybody!  I love it!  It is worth the money spent!
3379,0,Not worthy the money I paid for it_I never could get the polish remover into the pen; a Qtip dipped in polish remover works just as well!
1048,0,"Did not produce the color advertised._It lightened the hair VERY slightly, I'm not sure how noticeable it was. I would not recommend it unless you want a very slight change."
7008,1,Edges Controlled_my baby hair is hard to stay down. it needs extra extra extra holding gel to stay down and I would rather not use that. this works wonders
9579,1,"Excellent Everyday Carry but not TSA-friendly_This is a compact (2 4/8&#34; L x 3/4&#34; W x 1/2&#34; D not including key ring), lightweight (only 5.25 oz) keychain compatible multi-tool plus nail clipper is perfect for your Every Day Carry (EDC).  It has an impressively sharp compact nail clipper, a mini blade, a nail file, a pair of mini micro-serrated scissors and of course the key ring.  All of this is surrounded with &#34;Swiss Army Red&#34; casing which helps it stand out in the depths of a dark bag.  The one surprise is that while this carries the Zwilling Logo, it is not made in Germany but in South Korea.  However, it is still very sharp and seems as well made as my older made-in-Germany Zwilling implements.  I will report back as to the longevity of this item.Perfect as an Every Day Carry item for yourself or as a stocking stuffer or thoughtful gift for a friend."
2205,1,"Miracle product_I'm not a nail expert, and don't get manicures regularly.  I sometimes get pedicures or do my own pedicures.  But, from the products I've used before (which are limited), I find this to be amazing.  I'm always doing my nails in a rush or before bed, thinking I'm giving myself enough time to let it dry... yet somehow I always end up with bedsheet wrinkles, sock texture imprints, or stubbed tips/edges.  This top coat really really worked and is FAST.  It also gives it a nice, thick gloss and I feel makes the color brighter."
3025,1,"A cheap alternative._I used to use the BareMinerals Mineral Veil over my makeup, but decided to start finding frugal alternatives. This is 1/4 the price and does the same thing. It doesn't have any nasty ingredients, has no color/glitter/shine, doesn't make me break out, and sets my makeup just as well as its more expensive counterpart. The only downside I have for this product is that it comes with a useless brush every time I buy it. Overall, unless BareMinerals' finishing powder magically becomes the same price, I'll never go back."
7682,1,"love the texture of the Pond's towelettes_The Pond's name is almost synonymous with cold cream which is the first thing I think of when I think of waterless makeup removal, so I was eager to try these Pond's wet towelettes.I was not disappointed. The Pond's towelettes do a good job of removing makeup--even eye makeup. They don't leave a greasy residue and they don't dry out my skin.I consider myself to be a soap and water girl but I usually keep makeup remover towelettes on hand for occasional use. I've used several brands including Olay and Philosophy and several generics like CVS and Walgreens. The Pond's towelettes do a better job of makeup removal than most of the ones I've tried although there is not a whole lot of difference in how they work. However, the real beauty of these is in the texture of the fabric. They have a diamond weave that does a good job of cleaning without feeling rough or scratchy. The towelettes also seem to be thicker and a much better quality than others I've used. They hold up very well and have a luxurious feel."
5320,1,love my_new drill it works great for me its worth the money and far better than the pink one please dont buy the pink one stick to this one its better and the cord is better too
7226,1,Made by german company_Cuticle nipper is very sharp and you have to be careful not to over do it. Other tools seem bit heavy but they are made of steel.
1336,1,"fast!_I'm notorious for smudging my nails right after I paint them, I'm so impatient.  A spritz of this and my nails dry much faster."
4038,1,"good stuff_Smells like Apricots, creamy lather, hair appears smoother but no more moisture than any other product. Feels gentle and not harsh"
9590,1,"good shampoo, a little conditioning_I like this shampoo, I think it smells good and it seems to be quality, it doesn't strip your hair and makes your hair soft, it lathers well and rinses well. It is thick and creamy and makes loads of creamy lather. My hair looks shiny and is soft after it dries. I would recommend this shampoo to man or woman. The scent is mild so no worries about clashing smells."
4916,1,"Good for skin_I like this product because it does help with the rejuvenation. Not only that it is pure natural or organic it actually works. Lately, I don't really have to wear makeup. Although, it will make your skin peel for the first time, I think that it might be the rejuvenation process. I actually have to mix this with other essential oils like lavender and argan oil so that it is not so potent or strong for my skin type."
1762,1,"Worth it_My hair is definitely getting longer for sure, it really shows, but as for it making my hair thicker, I loose hair a lot, it's not as promising as some of the reviews on here. I don't mind it cause I just want my hair to be longer and since I'm only 17 my hair will still grow thicker, but if you're older and are looker for something to mainly make your hair thicker and get rid of balding, I don't recommend it.Idk why people don't like the smell and said it smells horrible, but I personally don't mind it. It has a herbal minty smell, I guess people who don't like it probably wanted the sexy shampoo smell, but it's really not that bad, it's very light.Although I do have to say I don't like how it makes the hair look greasy"
3186,1,"Works extremely well and lasts!_I've been adding this to my John Frieda foam color, 3VR for over a year. I have a lot of gray (25%+) and this helps the color sick to the gray amazingly well. It also helps my color stay better overall. My grays are admittedly, a little lighter than the rest of my color, but it looks like natural highlights. My color stays true until it's time to color again, which is difficult for red shades, I know. I've gotten compliments on my 'red' when I'm due to hit my roots, so I can tell the color remains true.Last night, I went to color and realized I was out of this. I colored anyway, and was not happy that the color did not take as well at all. My grays were 'pinkish' and the rest of my roots didn't have the richness I was used to (I have an ashy dark brown natural color) so I'll have to redo them soon. Bummer.I use one packet in the bottle before I add the developer, then mix it according to the package directions.For me, it's a great product that helps color adhere overall much better."
8934,1,Pretty good_I wanted the natural ones but i got white. Oh well it does the job and people allways compliment me on how my nails look once i finish designing them. So these work pretty well.
9570,1,"Pick it up if you prefer a more masculine scent instead of a fruity or floral smell_If you ever wondered what &#8220;peace&#8221; smells like, well, as it turns out it&#8217;s a whole lot like men&#8217;s cologne. Based on the sort of persona Axe usually ports forth, I&#8217;m guessing they are going for &#8220;we&#8217;ve achieved peace because everyone is hooking up instead of going to war after smelling our shampoo,&#8221; but whatever, it actually smells pretty good, with a scent that&#8217;s strong but not overpowering. As far as keeping your hair clean, dandruff free, and maintaining luster without getting oily, it works as well or maybe even a little better than any other brand sitting on shelves. If you like masculine scents instead of fruity or floral ones, give this one a try."
8397,1,"The many wonderful colors of this nail art tape go well with any nail art design!_This was a great bargain and there are many colors to choose from. For the price, it was a great deal and I recommend it highly. The only negative was it is thin tape. It serves its purpose in both nail art painting, and as nail art decals. I like it very much."
4479,1,"Babyliss flat iron_I've been a Chi flat iron girl pretty much since they were invented, however, none of my chi irons have lasted longer than a few years, which seems silly, since they cost nearly $100.  I decided to try the babyliss iron for around $40 a few weeks ago and I am SOLD!  It works just as well or better than the chi, and has adjustable heat settings.  For the money, I'll stay with this brand."
8184,1,"It's working_I have been massaging my thighs and the backs of my arms with this cream for a week now and I am able to see some progress.  This skin on the back of my arms is visibly smoother.  The cream is thick so it allows you to really massage deep into your thighs.  It's working, who could ask for more."
1925,1,"Not for limp, fine hair_Other reviewers have also noted that this product is most likely intended for African-Americans.  European-Americans would not benefit so much from this oily product unless they had thick, curly hair.  I do like the scent, but what this product does is more coat the hair rather than get absorbed in the follicles.  For those with permed or otherwise damaged hair a small dab on the ends after a washing also seems to do the trick, adding oil to the hair ends to keep it from flying around.I do like the scent, which is why I give it four stars."
1593,1,"I Love It_I received a sample of this (a rather large sample) in the Organic Root Stimulator Olive Oil perm and didn't really use it then but put it in my cabinet of products that I use on occasion. I am trying to transition my hair to natural and away from perms (2 1/2 months going strong) and decided to go through that cabinet to see what products I had that would work and what products I needed to add to a shopping list. I found this hiding in the back. I washed my hair a few days ago and conditioned it, which left it nice and somewhat nourished, however I used this lotion and my hair is like silk! I have never had hair this silky, ever and I am glad I didn't do what I normally do when perms give me extra products and toss it out. I am here to buy the bigger bottle of lotion. I am very satisfied and very shocked at how my hair straightens without making my hair tough and brittle-feeling like most products do. I truly recommend this!"
3990,1,"Great alternative to a spa treatment_I have extremely dry skin which is also very product sensitive. I was wary about investing in this product despite the fact that my skin does quite well with Olay products. When I was given the opportunity to try it via Vine, I jumped at the chance.The product consists of the serum, which has the consistency of a light lotion and reminds me a discontinued department store product that was the best thing I even used on my skin, and five nights worth of masks. I believe that the lotion on the masks is the same as the serum. The idea is to use just the serum in the mornings and do five nights of the mask. The mask takes only 15 minutes but when you have two kids who demand constant attention, it's difficult to find any time. They were freaked out by the mask, just in case you also have little ones you might be working with during your treatment.The mask does stay on fairly well if you're sitting up but I found that the jaw section wanted to fall off unless I was lying down. So if you have 15 min of time per night for 5 nights in a row to lie down, this is an awesome way to spend them. The material of the mask reminded me of Olay's daily cleansing cloths: similar to cloth but saturated in the lotion. So if you're familiar with other products in their line, you'll feel comfortable with this.I noticed a difference in the feel of my skin immediately and that feeling has lasted fairly well since I finished the five-day treatment. I can't imagine needing this level of intense moisture outside of winter months but this time of year, my skin got a huge benefit from the firming kit.Was my skin firmer? I can't say yes or no. It was most definitely more hydrated. My hands were also more hydrated as I massaged the mask while in place, massaged the excess lotion into my face following the mask and rubbed the remainder into my hands.I did have some whitehead breakouts on day 2-4 at my lipline and at the corner of my nose, both places where there was an edge of the mask. The mouth opening of the mask was quite small and I have a small (literal, not figurative) mouth. Women with wider mouths, eyes or noses might find the mask does not fit well but it could easily be cut to accommodate your features.If I have super dry skin next winter, which I likely will, I would try this product again. If your skin concerns are different, I would imagine that based on my experience, you would do well with other targeted products in this line."
8040,1,"Sturdy nails_I have searched all over for quality nails to swatch my large nail collection. I eventually found these and my searching is done. They are sturdy and I did a break test on one of them to see how quickly the nail would snap off the handle. And it took quite a bit of force. I don't much care for the screw thing they came with, So I just strung a bit of wire through the holes and use that to hang them up. The stick part is great for writing on the names of the colors and the nails are easy to work with. Some did need a bit of filing to get rid of sharp edges. I have ordered more because I found I have WAY more nail polish than I originally thought. I bought the white nails for solid colors and the clear for glitter colors, so that I could layer them on top of each other and see how a glitter and solid would look together without having to put it on my own nails and take it off. Its very easy."
537,0,"Dry, Dry, and Dry!_This shampoo did a number on my hair! My hair is curly and this product made my hair feel sooooo dry and damaged.  Lets not talk about the smell, OMG! It was bad, please dont buy this stuff."
1199,1,"Nice lotion; I recommend using with the Kai oil rollerball._I smelled the Kai oil rollerball in a spa and loved it. I bought the spray perfume, since that is what I tend to prefer. I actually did not like the spray as much as the rollerball, and I am not sure why. Anyway, I bought this lotion to see if I could enhance the spray perfume. It definitely does work to enhance the spray perfume and increase the staying power, and I like the perfume more now that I have the matching lotion. As a lotion, it does work better than many other scented lotions. It is thicker and kept my hands from feeling dry without feeling greasy.This scent is very floral. If you do not like floral perfumes, I don't recommend this. If you tend to like florals (as I do), I recommend this lotion. I think it would be very nice on its own as well - the scent is pleasant and would likely last awhile without the accompanying perfume or rollerball."
2052,1,"Good, but not perfect_This concealer is thick without being caky, which is great for hiding blemishes and redness. It blends right in to my fair skin and lasts all day. I did not find it oily or irritating.The only reason I didn't give it five stars is because I bought it to hide my very dark, and unfortunately hereditary, under-eye circles. It definitely hides them a bit, but I don't think it works noticeably better on them than other concealers. If I put too much on them it just looks fake. However, it's still a good concealer that I would recommend."
5757,1,"Love them!_I was in the search of a set like this for my eyes, I'm not a makeup pro so I wouldn't want to waste a lot of money on brushes. There are great quality, size and work excellent! better than expected!"
216,1,"Universal Product_I had another brand of Tea Tree oil that did not work as well as this one. So I know the quality of this Tea Tree Oil is GREAT! I initially bought it to use on a cold sore and let me tell you it demolished it in a couple of days!! The cold sore had already grown and it was big and yucky. I wet a q-tip pour some drops of this on it and dabbed it on the cold sore 3 times a day, let dry for about 30 minutes and the cold sore and scab was practically gone!Please note: I did apply Neosporin on top of the Tea Tree after it dried because it dry the cold sore up so much that it can crack and make you bleed and make it worst!! Make sure to wash the cold sore three times a day, ice it with an ice cube for about 3 minutes, then apply the tea tree oil, let it dry for about 30 mins then apply the Neopsporin on top. The Neosporin and Tea Tree as a team does a hell of a job in getting rid of a cold sore!! It is also great on acne! get it!!!Update:: Be sure to take Lysine supplements this keeps cold sores away and they also have Lysine lip balm as well."
2926,0,Didn't Work On My DAughter's Curly Hair_I'm not pleased with the results I had when I bought this one thinking it would be best for my bi-racial daughter's curly hair.  It just weighed her hair down and didn't hold her curls at all. The Tea Tree Cleansing Conditioner did much better with her hair.  One size does not fit all in this case.
4519,0,"ORANGE_Light shows up orange against my very pale skin, and looks cakey and dry even when I moisturize and only apply a little. Not good coverage on red spots and pimples, even when you layer it on, you can still see the red through the orange.I don't get why this product is so highly rated here, but on Makeupalley it's rated very poorly."
8878,1,"Salon Strength Hair Dryer_Remington's Pearl Pro Dryer has all that is needed for that salon finished hair.  Three heat modes, two speeds, cool shot and heavy duty motor make this one nice dryer.  This should last a good long time.  Well worth getting for all those hair drying needs and it's shiny black too."
3173,1,"Easy-on eyeliner but needs touch-ups through the day_Good eyeliner....goes on easy, but doesn't last real long, and does have a tendency to smudge.  On the other hand, sometimes I like the easy-on, smudgy look (at least on the upper lids!)  It's convenient that there is a &#34;smudger&#34; on one end of the pencil - and I use that to fill in the eye brows.  So for me, this works, but it all depends on the look you're trying to achieve.  The price is right!"
5752,1,"Nice brushes_These brushes are very soft and apply make up well.Foundation brush- is very small, too small to use for foundation. Instead I use it to apply under eye concealer.Detailer brush- perfect for spot concealing and to clean around your eyebrows and lipsBuffing brush- smaller than regular buffing brushes but can also be used for blush or contouringContouring brush- perfect for sharp contouring and can also be used to set under eye concealer with powderOverall, the brushes are good. The are very versatile and can be used for manny different purposes, the only reason why I did not give it 5 stars is because it comes with a foundation brush that's unusable for foundation."
7099,1,"great peel_I love this peel and i think it is alsmost as good as the professioinal peeling product i get at a spa, however, i have noticed changes in consistency of the product after 1 year.. it got looser in consistency and less potent, i guess it is time to reorder : )"
2877,1,"My wife loves it_My wife owns a Beauty Salon in Costa Rica. Max Factor mascara cost $33 in Walmart. I purchased this item for less than $10 on Amazon. Mrs. Lee has used many mascaras over 24 years in business, she said it is Best she and her customers have ever used!!"
2621,1,"Awesome product!_It took me 4 decades to figure out how to keep my hair from being dry and frizzy.  I have been using this conditioner, the gel and the shampoo for a year now and I will never switch again.  I get compliments on my curls every single day.  The only compliment I got before was &#34;Nice haircut&#34;.  Now everyone wants to know how I get these curls.  I finally stopped fighting my curly hair and let it do it's own thing with little help from me.  I finally know what it is like to have moisturized hair that is pleasing to the touch.  This product also gives a beautiful shine.  Love it love it love it!"
7830,1,"Lovee it_Love this product the BB7 is a perfect color and coverage for me. I am caucasian and it makes me look so beautiful and glowing I get compliments all the time, I use with a chafing creme as a primer and last almost all day, could prob find it cheapr from other sellers though!"
7030,0,"no difference_If you're really looking for a soap that can help to whiten your skin, you're really looking for something that doesn't exist. hehe. trust me. I'm a brown Asian and I have tried a lot of different products. Soap is meant for cleaning our skin so I just stopped using these and started using a bacterial soap. haha."
8899,1,LOVE IT_I bought a knock off blender sponge a while ago and it was falling apart.  So I decided to splerge on this one.  I dont know why I didnt buy this before.  MUST PURCHASE!
